sentence,tar_sentence,entity,entity_tag,entity_pos_start_rel,entity_pos_end_rel,label
"Погибший служил в армии с 2007 года, участвовал в войне в Ираке.","Погибший служил в армии с 2007 года, участвовал в войне в [TAR]Ираке[TAR].",Ираке,COUNTRY,58,63,1
"Таким образом «Зенит» зарабатывает 37 очков, а «Спартак» остался с 29 очками, на седьмом месте и фактически выбыл из борьбы за золото.","Таким образом «[TAR]Зенит[TAR]» зарабатывает 37 очков, а «Спартак» остался с 29 очками, на седьмом месте и фактически выбыл из борьбы за золото.",Зенит,ORGANIZATION,15,20,2
"11 января 2013 года в своей квартире в Нью-Йорке повесился 26-летний Аарон Шварц (Aaron Swartz) — американский программист, интернет-активист, писатель и борец за свободу интернета.","11 января 2013 года в своей квартире в Нью-Йорке повесился 26-летний Аарон Шварц (Aaron Swartz) — американский программист, [TAR]интернет-активист[TAR], писатель и борец за свободу интернета.",интернет-активист,PROFESSION,124,141,1
"Американский военный умер от ранений, полученных во время боя в Афганистане.","Американский военный умер от ранений, полученных во время боя в [TAR]Афганистане[TAR].",Афганистане,COUNTRY,64,75,1
"Особая часть конкурса — «Великолепная двадцатка» сетевых деятелей, которые внесли наибольший вклад в развитие русского Интернета.","Особая часть конкурса — «Великолепная двадцатка» сетевых деятелей, которые внесли наибольший вклад в развитие [TAR]русского Интернета[TAR].",русского Интернета,ORGANIZATION,110,128,1
Читайте также: Берлускони намерен в 2013 г. снова баллотироваться на пост премьер-министра Италии,Читайте также: [TAR]Берлускони[TAR] намерен в 2013 г. снова баллотироваться на пост премьер-министра Италии,Берлускони,PERSON,15,25,1
"Она обещала подать судебный иск за нарушение Закона о защите героев и мучеников Китая, запрещающего порочить национальных героев и использовать их в рекламе.","Она обещала подать судебный иск за нарушение Закона о защите героев и мучеников [TAR]Китая[TAR], запрещающего порочить национальных героев и использовать их в рекламе.",Китая,COUNTRY,80,85,1
"Так что, думаю, Путин может быть уверен, что введенные против России санкции будут очень слабыми».","Так что, думаю, [TAR]Путин[TAR] может быть уверен, что введенные против России санкции будут очень слабыми».",Путин,PERSON,16,21,1
"ФБР и полиция Чехии в среду, 19 октября 2016 года, арестовали в Праге российского гражданина по подозрению в причастности к кибератакам против США.","ФБР и полиция Чехии в среду, 19 октября 2016 года, арестовали в Праге [TAR]российского гражданина[TAR] по подозрению в причастности к кибератакам против США.",российского гражданина,NATIONALITY,70,92,0
"Для сравнения, в начале недели акции Apple обрушились на 6 процентов, когда стало известно о том, что Стив Джобс ушел в неограниченный по времени отпуск по состоянию здоровья.","Для сравнения, в начале недели акции [TAR]Apple[TAR] обрушились на 6 процентов, когда стало известно о том, что Стив Джобс ушел в неограниченный по времени отпуск по состоянию здоровья.",Apple,ORGANIZATION,37,42,1
"Глава Украины назван «Зе-Моникой»: такое прозвище он получил среди пользователей интернета по аналогии с Моникой Левински, из-за которой в 1998 году был поднят вопрос об импичменте тогдашнего президента США Билла Клинтона.","Глава Украины назван «Зе-Моникой»: такое прозвище он получил среди пользователей интернета по аналогии с Моникой Левински, из-за которой в 1998 году был поднят вопрос об импичменте тогдашнего [TAR]президента[TAR] США Билла Клинтона.",президента,PROFESSION,192,202,1
"Военизированная ливанская шиитская организация «Хезболла» осудила ракетные удары по Сирии со стороны США, Великобритании и Франции.","Военизированная [TAR]ливанская[TAR] шиитская организация «Хезболла» осудила ракетные удары по Сирии со стороны США, Великобритании и Франции.",ливанская,COUNTRY,16,25,1
"Руководитель Хунсян Ма Сяохун в августе была арестована, сообщает ''Korea JoongAng Daily''.","Руководитель Хунсян [TAR]Ма Сяохун[TAR] в августе была арестована, сообщает ''Korea JoongAng Daily''.",Ма Сяохун,PERSON,20,29,0
"Следователи, ведущие дело Доминика Стросс-Кана, выяснили, что горничная нью-йоркского отеля ''Sofitel'' Нафиссатоу Диалло, утверждающая, что экс-глава МВФ домогался её, неоднократно лгала на допросах.","Следователи, ведущие дело Доминика Стросс-Кана, выяснили, что горничная нью-йоркского отеля ''Sofitel'' [TAR]Нафиссатоу Диалло[TAR], утверждающая, что экс-глава МВФ домогался её, неоднократно лгала на допросах.",Нафиссатоу Диалло,PERSON,104,121,0
"Связано это с тем, что над его разрешением каждая в своих интересах работают три силы: правительственная правоконсервативная коалиция с ведущей двойкой партий - Гражданская демократическая партия (ODS), ""Традиция.","Связано это с тем, что над его разрешением каждая в своих интересах работают три силы: правительственная правоконсервативная коалиция с ведущей двойкой партий - [TAR]Гражданская демократическая партия[TAR] (ODS), ""Традиция.",Гражданская демократическая партия,ORGANIZATION,161,195,1
"Walmart подала иск в суд Арканзаса, в котором находится штаб-квартира компании, в котором говорится, что Visa на протяжении нескольких лет завышала межбанковскую комиссию при расчётах по банковским картам.","Walmart подала иск в [TAR]суд Арканзаса[TAR], в котором находится штаб-квартира компании, в котором говорится, что Visa на протяжении нескольких лет завышала межбанковскую комиссию при расчётах по банковским картам.",суд Арканзаса,ORGANIZATION,21,34,1
"Тем не менее немногим ранее американский экономист Десмонд Лакман призвал Грецию, Ирландию, Испанию и Португалию, чьи экономики являются самыми проблемными в ЕС, добровольно выйти из зоны евро.","Тем не менее немногим ранее американский экономист Десмонд Лакман призвал Грецию, Ирландию, [TAR]Испанию[TAR] и Португалию, чьи экономики являются самыми проблемными в ЕС, добровольно выйти из зоны евро.",Испанию,COUNTRY,92,99,0
"Папа римский не уточнил, как будет распределяться помощь.","[TAR]Папа римский[TAR] не уточнил, как будет распределяться помощь.",Папа римский,PROFESSION,0,12,1
"Оцепленными также остаются ещё четыре места в Солсбери — дом Скрипаля, паб ''Bishopʼs Mill'', скамейка в парке, где были найдены отравленные, и кладбище, где похоронены жена и сын бывшего разведчика.","Оцепленными также остаются ещё четыре места в Солсбери — дом Скрипаля, паб ''Bishopʼs Mill'', скамейка в парке, где были найдены отравленные, и кладбище, где похоронены жена и сын бывшего [TAR]разведчика[TAR].",разведчика,PROFESSION,188,198,1
"Им оказался 53-летний Иржи Руснок, хорошо знакомый Земану с той поры, когда Руснок в 2001-2002 годах работал министром финансов в правительстве Земана.","Им оказался 53-летний Иржи Руснок, хорошо знакомый Земану с той поры, когда [TAR]Руснок[TAR] в 2001-2002 годах работал министром финансов в правительстве Земана.",Руснок,PERSON,76,82,1
"Обвиняемые, по словам Прусенковой, без сомнения связаны с делом Анны Политковской, однако настоящие заказчики никогда не предстанут перед правосудием.","Обвиняемые, по словам Прусенковой, без сомнения связаны с делом [TAR]Анны Политковской[TAR], однако настоящие заказчики никогда не предстанут перед правосудием.",Анны Политковской,PERSON,64,81,1
"В комментариях, опубликованных на сайте Министерства иностранных дел Китая, сообщается, что член Госсовета КНР Ян Цзечи призвал все стороны конфликта проявить выдержку и отметил, что кризис необходимо разрешить политическими и дипломатическими средствами.","В комментариях, опубликованных на сайте Министерства иностранных дел Китая, сообщается, что [TAR]член Госсовета КНР[TAR] Ян Цзечи призвал все стороны конфликта проявить выдержку и отметил, что кризис необходимо разрешить политическими и дипломатическими средствами.",член Госсовета КНР,PROFESSION,92,110,1
"С самого начала игры у волейболисток из России плохо получался приём, были проблемы с блоком и подачей.","С самого начала игры у [TAR]волейболисток[TAR] из России плохо получался приём, были проблемы с блоком и подачей.",волейболисток,PROFESSION,23,36,0
"Героем встречи стала Екатерина Гамова, набравшая 25 очков.","Героем встречи стала [TAR]Екатерина Гамова[TAR], набравшая 25 очков.",Екатерина Гамова,PERSON,21,37,2
"Андрей Владимирович Панин — российский актёр театра и кино, заслуженный артист Российской Федерации с 1999 года.","Андрей Владимирович Панин — российский актёр театра и кино, заслуженный [TAR]артист[TAR] Российской Федерации с 1999 года.",артист,PROFESSION,72,78,1
"Пленарное заседание по традиции открыл старейший (1924 года рождения) депутат созыва — Владимир Долгих, некогда секретарь ЦК КПСС, а теперь представитель «Единой России».","Пленарное заседание по традиции открыл старейший (1924 года рождения) депутат созыва — [TAR]Владимир Долгих[TAR], некогда секретарь ЦК КПСС, а теперь представитель «Единой России».",Владимир Долгих,PERSON,87,102,1
Все дела о гибели людей из-за падения снега и льда в северной столице взял под особый контроль Следственный комитет России.,Все дела о гибели людей из-за падения снега и льда в северной столице взял под особый контроль [TAR]Следственный комитет[TAR] России.,Следственный комитет,ORGANIZATION,95,115,1
"В последний игровой день в группе «А» россияне из безоговорочного лидера превратились в команду, не попавшую в плей-офф даже со второго мест","В последний игровой день в группе «А» [TAR]россияне[TAR] из безоговорочного лидера превратились в команду, не попавшую в плей-офф даже со второго мест",россияне,NATIONALITY,38,46,0
"Он добавил, что «боксёрам нужно быть намного строже с медицинскими тестами, обследованиями, которые они проходят, спортсменам следует внимательнее относиться к этому».","Он добавил, что «боксёрам нужно быть намного строже с медицинскими тестами, обследованиями, которые они проходят, [TAR]спортсменам[TAR] следует внимательнее относиться к этому».",спортсменам,PROFESSION,114,125,1
"В их числе — актрисы Анжелина Джоли, Гвинет Пэлтроу и Роуз Макгоуэн, модель и актриса Кара Делевинь.","В их числе — [TAR]актрисы[TAR] Анжелина Джоли, Гвинет Пэлтроу и Роуз Макгоуэн, модель и актриса Кара Делевинь.",актрисы,PROFESSION,13,20,1
"В департаменте здравоохранения Москвы уточнили, что ''«в этой аварии погибли Марина Голуб и мужчина, личность которого сейчас устанавливается»''.","В департаменте здравоохранения Москвы уточнили, что ''«в этой аварии погибли [TAR]Марина Голуб[TAR] и мужчина, личность которого сейчас устанавливается»''.",Марина Голуб,PERSON,77,89,1
"Россия вводит запрет на поставку говядины из Беларуси, после критики в адрес главы Россельхознадзора","Россия вводит запрет на поставку говядины из [TAR]Беларуси[TAR], после критики в адрес главы Россельхознадзора",Беларуси,COUNTRY,45,53,0
"Экономисты полагают, что в марте в экономике началась рецессия.","[TAR]Экономисты[TAR] полагают, что в марте в экономике началась рецессия.",Экономисты,PROFESSION,0,10,1
"До последнего момента о потерях КНДР в ноябрьском военном конфликте двух Корей ничего не было известно, поскольку Пхеньян избегает публикации подобной информации.","До последнего момента о потерях [TAR]КНДР[TAR] в ноябрьском военном конфликте двух Корей ничего не было известно, поскольку Пхеньян избегает публикации подобной информации.",КНДР,COUNTRY,32,36,1
"Уже известно, что главой компании станет именно Пейдж, которого Шмидт охарактеризовал как сильного стратега и человека, способного отвечать за руководство компанией и развитие продуктов.","Уже известно, что главой компании станет именно [TAR]Пейдж[TAR], которого Шмидт охарактеризовал как сильного стратега и человека, способного отвечать за руководство компанией и развитие продуктов.",Пейдж,PERSON,48,53,2
Долгие годы Сурков оставался одним из самых влиятельных российских политиков.,Долгие годы [TAR]Сурков[TAR] оставался одним из самых влиятельных российских политиков.,Сурков,PERSON,12,18,2
Все полученные средства планируется выплатить акционерам Yahoo!,Все полученные средства планируется выплатить акционерам [TAR]Yahoo![TAR],Yahoo!,ORGANIZATION,57,63,1
"Известно, что в составе ФК ""Тамбов"" будут играть вратарь Дмитрий Давыдов, игроки Максим Сопин и Михаил Тыняный.","Известно, что в составе ФК ""Тамбов"" будут играть вратарь Дмитрий Давыдов, [TAR]игроки[TAR] Максим Сопин и Михаил Тыняный.",игроки,PROFESSION,74,80,1
"Вскоре пользователи обнаружили, что история была фальшивкой, и стали ругать блогера за обман читателей ради кликов и денег, а также «неуважение к жизни и страданиям».","Вскоре пользователи обнаружили, что история была фальшивкой, и стали ругать [TAR]блогера[TAR] за обман читателей ради кликов и денег, а также «неуважение к жизни и страданиям».",блогера,PROFESSION,76,83,1
"Под новую волну критики она попала в конце января, когда её команда опубликовала трогательную историю о юноше из бедной семьи в провинции Сычуань, который много работал, чтобы учиться в одном из лучших университетов Китая, но потом умер от рака в 24 года.","Под новую волну критики она попала в конце января, когда её команда опубликовала трогательную историю о юноше из бедной семьи в провинции Сычуань, который много работал, чтобы учиться в одном из лучших университетов [TAR]Китая[TAR], но потом умер от рака в 24 года.",Китая,COUNTRY,216,221,1
"В субботу, 6 мая 2017 года, народному артисту СССР, лауреату Государственной премии РФ Владимиру Этушу исполнилось 95 лет.","В субботу, 6 мая 2017 года, народному артисту СССР, лауреату Государственной премии РФ [TAR]Владимиру Этушу[TAR] исполнилось 95 лет.",Владимиру Этушу,PERSON,87,102,2
"Споры о уровне комиссий между крупными американскими ритейлерами, в том числе Walmart, Amazon, Best Buy и Target, а также платёжными системами — Visa и MasterCard продолжается уже почти 10 лет.","Споры о уровне комиссий между крупными американскими ритейлерами, в том числе Walmart, Amazon, Best Buy и Target, а также платёжными системами — Visa и [TAR]MasterCard[TAR] продолжается уже почти 10 лет.",MasterCard,ORGANIZATION,152,162,0
Представители ФАТХ получили 43 мест в парламенте.,Представители ФАТХ получили 43 мест в [TAR]парламенте[TAR].,парламенте,ORGANIZATION,38,48,1
"19 июля 2019 года исполнилось 85 лет художественному руководителю Московского академического театра Сатиры, полному кавалеру ордена «За заслуги перед Отечеством» Александру Ширвиндту.","19 июля 2019 года исполнилось 85 лет [TAR]художественному руководителю Московского академического театра Сатиры[TAR], полному кавалеру ордена «За заслуги перед Отечеством» Александру Ширвиндту.",художественному руководителю Московского академического театра Сатиры,PROFESSION,37,106,1
"Атаулла Афган, глава совета провинции Гильменд, рассказал, что среди погибших в результате налёта оказался, в том числе, командир батальона дорожной полиции.","Атаулла Афган, глава совета провинции Гильменд, рассказал, что среди погибших в результате налёта оказался, в том числе, [TAR]командир батальона дорожной полиции[TAR].",командир батальона дорожной полиции,PROFESSION,121,156,1
А вот у Bruins неожиданно блещут Давид Крейчи (десять голов) и Натан Хортон (восемь шайб).,А вот у [TAR]Bruins[TAR] неожиданно блещут Давид Крейчи (десять голов) и Натан Хортон (восемь шайб).,Bruins,ORGANIZATION,8,14,1
"Washington Post сообщила, что советники Трампа обсудили публикацию и согласились, что Трамп-младший должен выпустить правдивое описание данного эпизода, чтобы его «не нужно было дезавуировать, если всплывут другие подробности».","Washington Post сообщила, что советники Трампа обсудили публикацию и согласились, что [TAR]Трамп-младший[TAR] должен выпустить правдивое описание данного эпизода, чтобы его «не нужно было дезавуировать, если всплывут другие подробности».",Трамп-младший,PERSON,86,99,1
"Замоскворецкий суд Москвы признал уроженца Дагестана, чемпиона мира по самбо и смешанным единоборствам Расула Мирзаева виновным в причинении смерти по неосторожности 19-летнему москвичу Ивану Агафонову, приговорил преступника к двум годам ограничения свободы, но освободили в зале суда.","Замоскворецкий суд Москвы признал уроженца Дагестана, чемпиона мира по самбо и смешанным единоборствам Расула Мирзаева виновным в причинении смерти по неосторожности 19-летнему москвичу [TAR]Ивану Агафонову[TAR], приговорил преступника к двум годам ограничения свободы, но освободили в зале суда.",Ивану Агафонову,PERSON,186,201,1
"Предыдущим победителем является Самуэль Аранда (Samuel Aranda) на фотоснимке которого изображена женщина в мечети, где был устроен временный полевой госпиталь; одержит на руках раненого сына пострадавшего во время демонстрации против правления президента Али Абдуллы Салеха в городе Сана (Йемен) 15 октября 2011 года.","Предыдущим победителем является Самуэль Аранда ([TAR]Samuel Aranda[TAR]) на фотоснимке которого изображена женщина в мечети, где был устроен временный полевой госпиталь; одержит на руках раненого сына пострадавшего во время демонстрации против правления президента Али Абдуллы Салеха в городе Сана (Йемен) 15 октября 2011 года.",Samuel Aranda,PERSON,48,61,1
"Мужчину, который, предположительно, занимался изготовлением бомб, обвиняли в убийстве двух американских морских пехотинцев.","Мужчину, который, предположительно, занимался изготовлением бомб, обвиняли в убийстве двух американских [TAR]морских пехотинцев[TAR].",морских пехотинцев,PROFESSION,104,122,1
В частности премьер-министр Франции Жан-Марк Эро назвал решение Депардье о переезде в Бельгию «жалким поступком».,В частности [TAR]премьер-министр Франции[TAR] Жан-Марк Эро назвал решение Депардье о переезде в Бельгию «жалким поступком».,премьер-министр Франции,PROFESSION,12,35,1
"22-летняя Старшова пришла в группировку вместе с певицей Флоридой Чантурией в апреле 2016 года, сразу же после ухода Алисы Вокс.","22-летняя Старшова пришла в группировку вместе с [TAR]певицей[TAR] Флоридой Чантурией в апреле 2016 года, сразу же после ухода Алисы Вокс.",певицей,PROFESSION,49,56,1
Сидибе учился во Франции и уже в юности работал консультантом в министерстве обороны Мали.,Сидибе учился во [TAR]Франции[TAR] и уже в юности работал консультантом в министерстве обороны Мали.,Франции,COUNTRY,17,24,1
"Сторонники левых также устраивали праздничные мероприятия по всей Великобритании в течение недели после смерти баронессы, некоторые из которых заканчивались стычками с полицией.","Сторонники левых также устраивали праздничные мероприятия по всей [TAR]Великобритании[TAR] в течение недели после смерти баронессы, некоторые из которых заканчивались стычками с полицией.",Великобритании,COUNTRY,66,80,1
"Представители вооруженных сил Южной Кореи сообщили, что сделали три предупредительных выстрела в район Желтого моря через час после того как вблизи спорной морской границы с КНДР разорвался выпущенный со стороны Северной Кореи артиллерийский снаряд.","Представители вооруженных сил Южной Кореи сообщили, что сделали три предупредительных выстрела в район Желтого моря через час после того как вблизи спорной морской границы с [TAR]КНДР[TAR] разорвался выпущенный со стороны Северной Кореи артиллерийский снаряд.",КНДР,COUNTRY,174,178,1
"Что касается второго места, как отмечает зампред Центризбиркома Леонид Ивлев, то в зависимости от региона и уровня выборов второе-третье и четвертое место поделят между собой КПРФ, ЛДПР и «Справедливая Россия».","Что касается второго места, как отмечает зампред Центризбиркома Леонид Ивлев, то в зависимости от региона и уровня выборов второе-третье и четвертое место поделят между собой КПРФ, ЛДПР и «[TAR]Справедливая Россия[TAR]».",Справедливая Россия,ORGANIZATION,189,208,1
В комментарии Захаровой на сайте российского МИДа сказано: МИД России потребовал реакции США на сообщения о хакерских атаках,В комментарии Захаровой на сайте российского МИДа сказано: МИД России потребовал реакции [TAR]США[TAR] на сообщения о хакерских атаках,США,COUNTRY,89,92,0
"Однако Меркель лишь недавно сменила осторожный подход к России на столь жесткую позицию, отмечает профессор Алан Райли, эксперт по отношениям России и ЕС из Лондонского городского университета:","Однако Меркель лишь недавно сменила осторожный подход к России на столь жесткую позицию, отмечает профессор Алан Райли, эксперт по отношениям России и ЕС из [TAR]Лондонского городского университета[TAR]:",Лондонского городского университета,ORGANIZATION,157,192,1
Владимир передал видеозапись преступления сотрудникам полиции и дал свидетельские показания следователю.,[TAR]Владимир[TAR] передал видеозапись преступления сотрудникам полиции и дал свидетельские показания следователю.,Владимир,PERSON,0,8,2
А вот у Bruins неожиданно блещут Давид Крейчи (десять голов) и Натан Хортон (восемь шайб).,А вот у Bruins неожиданно блещут Давид Крейчи (десять голов) и [TAR]Натан Хортон[TAR] (восемь шайб).,Натан Хортон,PERSON,63,75,2
"По его словам, изначально задумывалось, что главную роль в башкирской политике будет играть правительство во главе с Раилем Сарбаевым, однако в итоге получилось, что глава региона лишился ""собственного дееспособного аппарата, который в первую очередь зависит от харизмы главы администрации"".","По его словам, изначально задумывалось, что главную роль в башкирской политике будет играть правительство во главе с [TAR]Раилем Сарбаевым[TAR], однако в итоге получилось, что глава региона лишился ""собственного дееспособного аппарата, который в первую очередь зависит от харизмы главы администрации"".",Раилем Сарбаевым,PERSON,117,133,1
После этого Моуринью настоял на увольнении клубного врача Евы Карнейро.,После этого Моуринью настоял на увольнении клубного [TAR]врача[TAR] Евы Карнейро.,врача,PROFESSION,52,57,1
Это утреннее нападение на Сирию преступление Я твёрдо заявляю что президенты США Франции и премьер министр Великобритании совершили тяжкое преступление Они не добьются никаких результатов так же как они не добились своего в Ирак е Сирии и Афганистан е в последние годы совершая такие же преступления,Это утреннее нападение на Сирию преступление Я твёрдо заявляю что президенты С[TAR]ША [TAR]Франции и премьер министр Великобритании совершили тяжкое преступление Они не добьются никаких результатов так же как они не добились своего в Ирак е Сирии и Афганистан е в последние годы совершая такие же преступления,США,COUNTRY,78,81,1
"Незадолго до этого лидер «Аль-Каиды» Айман аль-Завахири, в своём видеообращении размещённом на радикальных исламистских вебсайтах (которые считаются рупором движения) заявил, что его организация берет на себя ответственность за похищение в августе 70-летнего гражданина США в Пакистане.","Незадолго до этого [TAR]лидер «Аль-Каиды[TAR]» Айман аль-Завахири, в своём видеообращении размещённом на радикальных исламистских вебсайтах (которые считаются рупором движения) заявил, что его организация берет на себя ответственность за похищение в августе 70-летнего гражданина США в Пакистане.",лидер «Аль-Каиды,PROFESSION,19,35,1
"Аксёнов также уточнил, что количество жертв теракта — 18 человек.","[TAR]Аксёнов[TAR] также уточнил, что количество жертв теракта — 18 человек.",Аксёнов,PERSON,0,7,1
Эннио Морриконе написал музыку для более чем 400 американских и европейских кинокартин и телесериалов.,[TAR]Эннио Морриконе[TAR] написал музыку для более чем 400 американских и европейских кинокартин и телесериалов.,Эннио Морриконе,PERSON,0,15,1
"11 января 2013 года в своей квартире в Нью-Йорке повесился 26-летний Аарон Шварц (Aaron Swartz) — американский программист, интернет-активист, писатель и борец за свободу интернета.","11 января 2013 года в своей квартире в Нью-Йорке повесился 26-летний [TAR]Аарон Шварц[TAR] (Aaron Swartz) — американский программист, интернет-активист, писатель и борец за свободу интернета.",Аарон Шварц,PERSON,69,80,1
"Брандт лично знал Ширана, подружившись с ним незадолго до его смерти в 2003 году – среди откровенных признаний убийцы было нераскрытое до сих пор исчезновение лидера профсоюзов Джимми Хоффы в 1975 году, которое было совершено по прямому приказу босса мафии Расселла Буфалино.","Брандт лично знал Ширана, подружившись с ним незадолго до его смерти в 2003 году – среди откровенных признаний убийцы было нераскрытое до сих пор исчезновение лидера профсоюзов [TAR]Джимми Хоффы[TAR] в 1975 году, которое было совершено по прямому приказу босса мафии Расселла Буфалино.",Джимми Хоффы,PERSON,177,189,0
"Жюри конкурса выделило его работу на которой изображена погребальная процессия состоявшаяся после удара Военно-воздушных сил Израиля по Палестинским территориям, который стал ответом на обстрелы территории Израиля.","Жюри конкурса выделило его работу на которой изображена погребальная процессия состоявшаяся после удара Военно-воздушных сил Израиля по [TAR]Палестинским[TAR] территориям, который стал ответом на обстрелы территории Израиля.",Палестинским,COUNTRY,136,148,0
"Ожидается, что после преобразований новая компания будет конкурировать с лидерами — Google и Facebook — на рынке интернет-рекламы.","Ожидается, что после преобразований новая компания будет конкурировать с лидерами — [TAR]Google[TAR] и Facebook — на рынке интернет-рекламы.",Google,ORGANIZATION,84,90,1
Совместно с «изобретателем Всемирной паутины» Тимом Бернерсом-Ли Аарон Шварц написал несколько работ.,Совместно с «изобретателем Всемирной паутины» [TAR]Тимом Бернерсом-Ли[TAR] Аарон Шварц написал несколько работ.,Тимом Бернерсом-Ли,PERSON,46,64,2
Её покойный брат Роберт Рено долгое время писал для газеты ''Newsday'' на Лонг-Айленде.,Её покойный брат Роберт Рено долгое время писал для газеты '[TAR]'Newsday[TAR]'' на Лонг-Айленде.,Newsday,ORGANIZATION,60,68,1
"Критики говорят, что Ван Чжэнь жестоко подавил выступления, сторонники пишут, что он поднял экономику.","Критики говорят, что [TAR]Ван Чжэнь[TAR] жестоко подавил выступления, сторонники пишут, что он поднял экономику.",Ван Чжэнь,PERSON,21,30,2
Во втором полуфинальном матче фаворитом виделась крепкая сборная Ганы.,Во втором полуфинальном матче фаворитом виделась крепкая [TAR]сборная Ганы[TAR].,сборная Ганы,ORGANIZATION,57,69,2
"Рустем Шакиров, имам мечети, которую пытался взорвать Шакирьянов, заявил ""Коммерсанту"", что преступник провел в колонии около года, после чего вышел на свободу.","Рустем Шакиров, [TAR]имам мечети[TAR], которую пытался взорвать Шакирьянов, заявил ""Коммерсанту"", что преступник провел в колонии около года, после чего вышел на свободу.",имам мечети,PROFESSION,16,27,1
